start_time_ticks,duration_ticks,midi_number,velocity,note_name,frequency_hz,original_mz,original_intensity,retention_time,start_time_seconds,duration_seconds
43320,960,80,20,G#,830.6093951598903,475.0,1214049.0,0.4511930158857088,54.15,1.2
43440,960,82,20,A#,932.3275230361797,437.0,7007591.0,0.45294887170937026,54.3,1.2
43440,720,78,20,F#,739.9888454232688,547.9999999999999,508337.0,0.45252983196131924,54.3,0.9
43440,960,70,20,A#,466.16376151808987,739.0,211509.0,0.45297954676541896,54.3,1.2
43440,960,86,20,D,1174.65907166963,296.0,20588.0,0.45215965008201203,54.3,1.2
43560,960,80,20,G#,830.6093951598903,493.00000000000006,2995478.0,0.4538608279563496,54.45,1.2
43560,960,86,20,D,1174.65907166963,332.0,4712459.0,0.45431161477390414,54.45,1.2
43560,720,70,20,A#,466.16376151808987,715.0,20135.0,0.45325314379442316,54.45,0.9
43680,960,88,21,E,1318.5102276514797,274.0,14514061.0,0.45522612656923334,54.6,1.2
43680,720,76,20,E,659.2551138257398,554.0,20059.0,0.4554401312192455,54.6,0.9
43800,960,92,20,G#,1661.2187903197803,157.0,1271545.0,0.45600750838536047,54.75,1.2
43920,960,82,20,A#,932.3275230361797,422.0,1764121.0,0.4574402924991251,54.9,1.2
43920,960,82,20,A#,932.3275230361797,416.0,484960.0,0.4576780875458787,54.9,1.2
43920,960,90,20,F#,1479.9776908465376,201.99999999999997,1194618.0,0.45794349430478,54.9,1.2
43920,720,76,20,E,659.2551138257398,577.0,46531.0,0.4572933200003445,54.9,0.9
43920,480,92,20,G#,1661.2187903197803,151.0,23279.0,0.4570803717878622,54.9,0.6
44040,960,86,42,D,1174.65907166963,291.0,181086587.0,0.458620548262984,55.05,1.2
44040,960,86,23,D,1174.65907166963,299.0,24320646.0,0.4581906843761674,55.05,1.2
44040,960,82,20,A#,932.3275230361797,418.9999999999999,5394318.0,0.45859497988983233,55.05,1.2
44040,960,86,24,D,1174.65907166963,292.0,32956689.0,0.45915970684808344,55.05,1.2
44160,960,76,20,E,659.2551138257398,555.0,228243.0,0.4601981533177759,55.2,1.2
44160,720,76,20,E,659.2551138257398,582.0000000000001,165451.0,0.460621389693626,55.2,0.9
44280,960,88,21,E,1318.5102276514797,286.00000000000006,11731217.0,0.4617159470958499,55.35,1.2
